datetime,source,currency,rate_to_base
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,KRW,1667.22
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,SEK,10.912
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,GBP,0.8721
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,INR,102.72
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,MYR,4.9004
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,ISK,143.0
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,USD,1.164
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,DKK,7.4694
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,HUF,389.18
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,BRL,6.2477
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,RON,5.084
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,ZAR,20.005
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,CNY,8.2731
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,TRY,48.795
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,PHP,68.542
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,MXN,21.409
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,NOK,11.632
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,THB,38.034
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,NZD,2.0186
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,SGD,1.5088
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,CZK,24.323
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,AUD,1.7747
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,BGN,1.9558
2025-10-28T13:55:53.663310,https://api.frankfurter.app/latest?base=EUR,ILS,3.7914
2025-10-28T13:55:53.663310,Base,EUR,1.0
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,MYR,4.9004
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,USD,1.164
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,ZAR,20.005
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,CHF,0.9264
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,SEK,10.912
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,BRL,6.2477
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,IDR,19344.0
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,RON,5.084
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,GBP,0.8721
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,AUD,1.7747
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,CZK,24.323
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,MXN,21.409
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,NZD,2.0186
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,NOK,11.632
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,KRW,1667.22
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,PLN,4.235
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,CAD,1.6276
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,INR,102.72
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,JPY,177.93
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,HKD,9.0414
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,HUF,389.18
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,BGN,1.9558
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,THB,38.034
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,DKK,7.4694
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,ISK,143.0
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,PHP,68.542
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,TRY,48.795
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,SGD,1.5088
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,ILS,3.7914
2025-10-28T13:57:09.178570,https://api.frankfurter.app/latest?base=EUR,CNY,8.2731
2025-10-28T13:57:09.178570,https://api.coingecko.com/api/v3/simple/price,BTC,98335.0
2025-10-28T13:57:09.178570,https://api.coingecko.com/api/v3/simple/price,XMR,290.07
2025-10-28T13:57:09.178570,https://api.coingecko.com/api/v3/simple/price,ZCASH,285.61
2025-10-28T13:57:09.178570,https://api.coingecko.com/api/v3/simple/price,ETH,3543.03
2025-10-28T13:57:09.178570,https://api.coingecko.com/api/v3/simple/price,WBTC,98284.0
2025-10-28T13:57:09.178570,https://api.coingecko.com/api/v3/simple/price,LINK,15.91
2025-10-28T13:57:09.178570,https://api.coingecko.com/api/v3/simple/price,RVN,0.00862561
2025-10-28T13:57:09.178570,Base,EUR,1.0
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,MYR,4.9004
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,USD,1.164
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,ZAR,20.005
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,CHF,0.9264
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,SEK,10.912
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,BRL,6.2477
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,IDR,19344.0
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,RON,5.084
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,GBP,0.8721
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,AUD,1.7747
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,CZK,24.323
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,MXN,21.409
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,NZD,2.0186
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,NOK,11.632
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,KRW,1667.22
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,PLN,4.235
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,CAD,1.6276
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,INR,102.72
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,JPY,177.93
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,HKD,9.0414
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,HUF,389.18
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,BGN,1.9558
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,THB,38.034
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,DKK,7.4694
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,ISK,143.0
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,PHP,68.542
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,TRY,48.795
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,SGD,1.5088
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,ILS,3.7914
2025-10-28T13:57:09.727752,https://api.frankfurter.app/latest?base=EUR,CNY,8.2731
2025-10-28T13:57:09.727752,https://api.coingecko.com/api/v3/simple/price,BTC,98335.0
2025-10-28T13:57:09.727752,https://api.coingecko.com/api/v3/simple/price,XMR,290.07
2025-10-28T13:57:09.727752,https://api.coingecko.com/api/v3/simple/price,ZCASH,285.61
2025-10-28T13:57:09.727752,https://api.coingecko.com/api/v3/simple/price,ETH,3543.03
2025-10-28T13:57:09.727752,https://api.coingecko.com/api/v3/simple/price,WBTC,98284.0
2025-10-28T13:57:09.727752,https://api.coingecko.com/api/v3/simple/price,LINK,15.91
2025-10-28T13:57:09.727752,https://api.coingecko.com/api/v3/simple/price,RVN,0.00862561
2025-10-28T13:57:09.727752,Base,EUR,1.0
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,MYR,4.9004
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,USD,1.164
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,ZAR,20.005
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,CHF,0.9264
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,SEK,10.912
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,BRL,6.2477
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,IDR,19344.0
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,RON,5.084
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,GBP,0.8721
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,AUD,1.7747
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,CZK,24.323
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,MXN,21.409
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,NZD,2.0186
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,NOK,11.632
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,KRW,1667.22
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,PLN,4.235
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,CAD,1.6276
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,INR,102.72
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,JPY,177.93
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,HKD,9.0414
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,HUF,389.18
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,BGN,1.9558
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,THB,38.034
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,DKK,7.4694
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,ISK,143.0
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,PHP,68.542
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,TRY,48.795
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,SGD,1.5088
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,ILS,3.7914
2025-10-28T13:57:10.082908,https://api.frankfurter.app/latest?base=EUR,CNY,8.2731
2025-10-28T13:57:10.082908,https://api.coingecko.com/api/v3/simple/price,BTC,98335.0
2025-10-28T13:57:10.082908,https://api.coingecko.com/api/v3/simple/price,XMR,290.07
2025-10-28T13:57:10.082908,https://api.coingecko.com/api/v3/simple/price,ZCASH,285.61
2025-10-28T13:57:10.082908,https://api.coingecko.com/api/v3/simple/price,ETH,3543.03
2025-10-28T13:57:10.082908,https://api.coingecko.com/api/v3/simple/price,WBTC,98284.0
2025-10-28T13:57:10.082908,https://api.coingecko.com/api/v3/simple/price,LINK,15.91
2025-10-28T13:57:10.082908,https://api.coingecko.com/api/v3/simple/price,RVN,0.00862561
2025-10-28T13:57:10.082908,Base,EUR,1.0
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,ILS,3.7914
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,HUF,389.18
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,PLN,4.235
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,CZK,24.323
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,MYR,4.9004
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,NOK,11.632
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,THB,38.034
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,NZD,2.0186
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,CAD,1.6276
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,BGN,1.9558
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,ISK,143.0
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,KRW,1667.22
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,ZAR,20.005
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,PHP,68.542
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,CNY,8.2731
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,IDR,19344.0
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,SGD,1.5088
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,DKK,7.4694
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,MXN,21.409
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,BRL,6.2477
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,CHF,0.9264
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,AUD,1.7747
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,SEK,10.912
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,TRY,48.795
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,GBP,0.8721
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,INR,102.72
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,RON,5.084
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,HKD,9.0414
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,USD,1.164
2025-10-28T13:57:27.822699,https://api.frankfurter.app/latest?base=EUR,JPY,177.93
2025-10-28T13:57:27.822699,https://api.coingecko.com/api/v3/simple/price,BTC,98335.0
2025-10-28T13:57:27.822699,https://api.coingecko.com/api/v3/simple/price,XMR,290.07
2025-10-28T13:57:27.822699,https://api.coingecko.com/api/v3/simple/price,ZCASH,285.61
2025-10-28T13:57:27.822699,https://api.coingecko.com/api/v3/simple/price,ETH,3543.03
2025-10-28T13:57:27.822699,https://api.coingecko.com/api/v3/simple/price,WBTC,98284.0
2025-10-28T13:57:27.822699,https://api.coingecko.com/api/v3/simple/price,LINK,15.91
2025-10-28T13:57:27.822699,https://api.coingecko.com/api/v3/simple/price,RVN,0.00862561
2025-10-28T13:57:27.822699,Base,EUR,1.0
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,ILS,3.7914
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,HUF,389.18
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,PLN,4.235
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,CZK,24.323
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,MYR,4.9004
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,NOK,11.632
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,THB,38.034
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,NZD,2.0186
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,CAD,1.6276
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,BGN,1.9558
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,ISK,143.0
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,KRW,1667.22
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,ZAR,20.005
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,PHP,68.542
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,CNY,8.2731
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,IDR,19344.0
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,SGD,1.5088
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,DKK,7.4694
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,MXN,21.409
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,BRL,6.2477
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,CHF,0.9264
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,AUD,1.7747
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,SEK,10.912
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,TRY,48.795
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,GBP,0.8721
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,INR,102.72
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,RON,5.084
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,HKD,9.0414
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,USD,1.164
2025-10-28T13:57:28.642454,https://api.frankfurter.app/latest?base=EUR,JPY,177.93
2025-10-28T13:57:28.642454,https://api.coingecko.com/api/v3/simple/price,BTC,98335.0
2025-10-28T13:57:28.642454,https://api.coingecko.com/api/v3/simple/price,XMR,290.07
2025-10-28T13:57:28.642454,https://api.coingecko.com/api/v3/simple/price,ZCASH,285.61
2025-10-28T13:57:28.642454,https://api.coingecko.com/api/v3/simple/price,ETH,3543.03
2025-10-28T13:57:28.642454,https://api.coingecko.com/api/v3/simple/price,WBTC,98284.0
2025-10-28T13:57:28.642454,https://api.coingecko.com/api/v3/simple/price,LINK,15.91
2025-10-28T13:57:28.642454,https://api.coingecko.com/api/v3/simple/price,RVN,0.00862561
2025-10-28T13:57:28.642454,Base,EUR,1.0
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,ILS,3.7914
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,HUF,389.18
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,PLN,4.235
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,CZK,24.323
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,MYR,4.9004
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,NOK,11.632
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,THB,38.034
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,NZD,2.0186
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,CAD,1.6276
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,BGN,1.9558
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,ISK,143.0
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,KRW,1667.22
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,ZAR,20.005
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,PHP,68.542
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,CNY,8.2731
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,IDR,19344.0
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,SGD,1.5088
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,DKK,7.4694
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,MXN,21.409
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,BRL,6.2477
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,CHF,0.9264
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,AUD,1.7747
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,SEK,10.912
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,TRY,48.795
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,GBP,0.8721
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,INR,102.72
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,RON,5.084
2025-10-28T13:57:29.012393,https://api.frankfurter.app/latest?base=EUR,HKD,9.0414
